college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,academic_score,total_skills,experience_score
Tier 3,5.6,0,1,1,4,3,1,0,2,52.1,Junior Developer,5.83,1,4,0.3523,5,11.0
Tier 2,6.92,0,5,2,2,5,0,1,1,51.8,Backend Developer,7.59,2,0,0.4826,3,18.0
Tier 2,7.16,2,2,0,2,3,1,0,1,61.5,Data Analyst,12.95,2,1,0.5618,4,16.0
Tier 2,5.64,0,2,2,3,3,1,1,1,36.3,Junior Developer,5.71,2,4,0.2664,6,11.5
Tier 3,4.96,0,1,0,0,4,1,2,1,39.3,Junior Developer,4.48,1,4,0.2155,8,6.0
Tier 3,4.26,2,5,2,1,1,2,0,2,39.4,Junior Developer,4.16,1,4,0.1461,8,18.5
Tier 2,5.27,1,2,2,0,0,2,0,0,55.8,Junior Developer,4.1,2,4,0.3404,6,7.0
Tier 1,7.54,0,4,0,0,2,4,0,1,77.8,ML Engineer,15.79,3,5,0.6925,13,10.0
Tier 2,7.43,2,2,0,3,1,0,2,1,40.5,Junior Developer,9.07,2,4,0.4693,5,15.5
Tier 2,8.35,1,2,2,1,0,0,0,2,52.7,Data Analyst,6.56,2,1,0.6307,2,8.5
Tier 2,7.81,0,4,0,2,3,0,0,1,52.7,Data Analyst,6.23,2,1,0.5767,1,14.0
Tier 2,7.66,1,2,0,1,4,1,2,2,65.2,Web Developer,15.48,2,7,0.6329,9,12.5
Tier 2,6.99,1,3,1,4,6,1,0,1,49.5,Data Analyst,9.86,2,1,0.4765,4,21.0
Tier 1,7.91,1,2,0,1,1,1,2,2,61.6,Backend Developer,16.47,3,0,0.6374,9,9.5
Tier 1,6.53,0,1,1,0,4,1,3,0,53.7,Backend Developer,10.76,3,0,0.4544,9,6.0
Tier 3,7.15,3,5,2,0,3,0,3,1,37.4,DevOps Engineer,10.44,1,3,0.4237,7,22.0
Tier 3,8.57,2,2,0,3,4,0,3,1,51.9,Backend Developer,10.84,1,0,0.6482,7,18.5
Tier 2,7.83,0,4,0,2,3,2,0,2,63.5,Data Analyst,13.23,2,1,0.6402,8,14.0
Tier 3,6.31,0,3,0,3,2,1,2,1,46.3,Backend Developer,9.97,1,0,0.3903,8,12.5
Tier 3,5.47,1,2,0,1,2,1,1,2,34.1,Junior Developer,4.35,1,4,0.2369,7,10.5
Tier 3,6.53,2,1,0,1,1,0,0,1,44.0,Junior Developer,6.45,1,4,0.3992,1,10.5
Tier 3,6.77,1,0,3,1,2,2,3,0,41.3,DevOps Engineer,10.07,1,3,0.4079,12,6.5
Tier 2,7.91,0,1,0,0,2,2,1,1,55.3,Web Developer,15.48,2,7,0.6015,9,4.0
Tier 1,5.58,0,2,1,2,1,0,1,0,48.8,Junior Developer,4.59,3,4,0.3315,2,8.0
Tier 3,6.0,2,0,0,0,5,0,4,0,35.0,Backend Developer,7.67,1,0,0.295,8,11.0
Tier 3,6.47,1,2,0,1,1,0,2,2,45.7,Junior Developer,7.42,1,4,0.4029,6,9.5
Tier 1,9.03,1,1,1,0,0,0,0,1,62.9,Web Developer,6.13,3,7,0.7568,1,5.0
Tier 3,6.47,1,3,0,1,1,0,1,1,44.9,Backend Developer,7.73,1,0,0.3984,3,11.5
Tier 1,5.85,1,2,3,3,0,1,0,1,42.6,Junior Developer,5.63,3,4,0.3233,4,11.5
Tier 3,6.63,2,1,1,1,3,1,3,1,51.7,Web Developer,10.95,1,7,0.453,10,12.5
Tier 2,4.0,0,1,0,1,2,0,1,0,18.3,Junior Developer,3.24,2,4,0.0,2,5.5
Tier 2,5.71,2,4,1,2,0,1,2,1,51.9,Junior Developer,6.19,2,4,0.3622,8,17.0
Tier 3,5.84,0,4,1,3,1,0,1,2,40.5,Junior Developer,4.59,1,4,0.3103,4,13.5
Tier 2,6.36,0,3,0,1,4,2,1,2,43.4,Backend Developer,9.85,2,0,0.3788,10,11.5
Tier 1,5.83,0,3,0,1,3,1,0,0,46.7,Junior Developer,6.22,3,4,0.3446,3,10.5
Tier 1,7.93,0,0,1,1,2,0,2,1,43.8,DevOps Engineer,10.49,3,3,0.5381,5,3.5
Tier 2,6.87,0,2,1,0,1,1,2,2,57.2,Web Developer,9.93,2,7,0.5083,9,5.0
Tier 3,9.06,0,2,0,1,2,1,0,1,71.3,Data Scientist,15.91,1,2,0.8076,4,7.5
Tier 1,8.35,0,3,0,1,2,2,1,3,66.0,Backend Developer,17.33,3,0,0.7064,11,9.5
Tier 1,7.46,3,1,1,1,2,0,2,3,53.9,Junior Developer,8.65,3,4,0.5486,7,14.5
Tier 1,8.33,3,1,1,2,1,1,1,1,54.6,Web Developer,15.61,3,7,0.6395,6,15.0
Tier 3,8.19,0,4,1,5,1,2,2,2,62.4,Software Engineer,19.35,1,6,0.6699,12,16.5
Tier 2,8.13,2,2,0,0,2,0,1,1,56.5,Backend Developer,9.91,2,0,0.6304,3,12.0
Tier 3,7.6,1,2,0,1,3,1,3,0,55.2,Backend Developer,16.4,1,0,0.57,9,11.5
Tier 3,5.37,0,2,0,2,1,2,2,0,51.0,Junior Developer,4.87,1,4,0.3231,10,8.0
Tier 2,6.03,1,0,0,1,0,0,1,1,40.3,Junior Developer,7.15,2,4,0.3282,3,4.5
Tier 1,6.19,1,1,0,2,1,1,0,0,52.0,Junior Developer,8.81,3,4,0.4107,3,9.0
Tier 3,4.82,3,3,0,0,5,0,0,1,53.9,Junior Developer,3.28,1,4,0.2846,1,20.0
Tier 3,6.25,0,3,1,2,2,0,0,1,48.6,Data Analyst,5.63,1,1,0.3974,1,11.0
Tier 2,5.74,1,1,1,0,2,1,0,1,42.6,Junior Developer,6.25,2,4,0.3123,4,7.0
Tier 1,8.22,3,1,0,1,0,1,0,0,54.4,Data Scientist,23.9,3,2,0.6274,3,12.5
Tier 1,5.42,2,1,0,1,3,0,0,1,37.1,Junior Developer,4.17,3,4,0.249,1,12.5
Tier 2,7.46,1,3,0,3,1,1,0,0,48.6,Data Scientist,16.28,2,2,0.5184,3,14.5
Tier 3,8.48,0,2,0,2,1,0,2,0,60.0,Backend Developer,10.16,1,0,0.6853,4,8.0
Tier 1,7.24,1,2,0,1,5,0,1,0,53.4,Backend Developer,10.42,3,0,0.5237,2,13.5
Tier 1,5.38,1,1,1,1,1,0,2,2,33.3,Junior Developer,3.92,3,4,0.2233,6,7.5
Tier 3,7.1,2,1,0,1,2,1,1,2,47.7,Data Analyst,13.1,1,1,0.4773,7,11.5
Tier 1,5.18,3,2,1,1,4,1,3,0,43.1,Junior Developer,4.41,3,4,0.2591,9,18.5
Tier 3,6.49,3,3,2,1,1,0,0,2,47.7,Data Analyst,6.86,1,1,0.4163,2,17.5
Tier 3,7.22,0,4,1,2,3,1,1,0,63.5,Backend Developer,13.02,1,0,0.5792,5,14.0
Tier 1,5.82,1,0,0,1,0,0,1,0,31.4,Web Developer,5.46,3,7,0.2565,2,4.5
Tier 3,8.56,3,0,1,0,2,1,2,1,55.7,DevOps Engineer,17.57,1,3,0.6688,8,11.0
Tier 2,8.55,3,1,1,4,2,2,1,1,71.5,Web Developer,15.59,2,7,0.7577,9,19.0
Tier 3,10.0,0,2,0,1,2,0,1,0,69.5,Software Engineer,10.36,1,6,0.8913,2,7.5
Tier 2,7.9,2,3,1,1,1,2,0,0,54.6,ML Engineer,16.27,2,5,0.5965,6,14.5
Tier 3,7.31,1,3,1,1,1,0,3,2,50.7,DevOps Engineer,10.0,1,3,0.5154,8,11.5
Tier 2,6.57,2,1,5,1,0,2,1,1,59.5,Backend Developer,9.8,2,0,0.4914,9,9.5
Tier 3,7.5,0,6,1,3,2,0,0,1,50.1,DevOps Engineer,6.22,1,3,0.5309,1,18.5
Tier 2,6.76,2,0,2,1,3,0,1,0,58.1,Backend Developer,8.04,2,0,0.5025,2,10.5
Tier 3,5.9,0,3,0,3,2,1,1,1,48.4,Web Developer,5.92,1,7,0.3613,6,12.5
Tier 1,7.55,0,2,0,1,0,0,0,2,50.7,Data Analyst,6.73,3,1,0.5394,2,5.5
Tier 1,5.29,2,2,3,2,0,1,0,0,41.7,Junior Developer,4.83,3,4,0.2621,3,13.0
Tier 3,8.93,1,3,1,3,3,1,1,0,78.9,Software Engineer,18.91,1,6,0.8378,5,16.5
Tier 3,7.95,0,0,0,1,2,0,1,1,56.6,Backend Developer,7.69,1,0,0.6129,3,3.5
Tier 3,7.39,0,1,0,2,4,1,2,1,55.1,Junior Developer,8.96,1,4,0.5484,8,9.0
Tier 1,7.1,0,1,1,1,0,0,1,1,47.7,Backend Developer,10.04,3,0,0.4773,3,3.5
Tier 3,5.38,0,2,1,0,2,1,0,3,34.0,Junior Developer,4.61,1,4,0.2273,6,6.0
Tier 3,7.81,2,4,1,1,1,1,1,0,70.5,DevOps Engineer,14.64,1,3,0.678,5,16.5
Tier 2,6.71,3,3,1,2,1,0,1,0,52.2,Software Engineer,7.61,2,6,0.4639,2,19.0
Tier 2,5.76,2,7,1,2,2,1,1,2,49.0,Junior Developer,5.63,2,4,0.3507,7,25.0
Tier 2,6.84,1,0,2,2,4,1,1,3,50.9,Web Developer,10.57,2,7,0.4695,8,10.0
Tier 2,6.18,4,1,0,4,3,1,1,1,37.2,Web Developer,10.54,2,7,0.3255,6,23.0
Tier 3,5.63,1,4,2,1,1,0,3,1,40.5,Junior Developer,5.01,1,4,0.2893,7,13.5
Tier 2,7.78,0,5,1,2,2,0,1,0,58.6,Backend Developer,10.18,2,0,0.6073,2,15.0
Tier 1,7.7,4,3,1,1,0,1,2,0,59.2,Backend Developer,15.77,3,0,0.6027,7,19.5
Tier 3,8.11,0,1,1,2,5,0,3,1,53.4,Backend Developer,10.66,1,0,0.6107,7,10.0
Tier 3,5.0,1,1,2,2,1,1,1,0,35.6,Junior Developer,4.74,1,4,0.1984,5,9.0
Tier 2,6.34,1,1,1,0,1,1,1,0,48.8,Backend Developer,9.88,2,0,0.4075,5,6.0
Tier 2,5.92,1,3,3,2,1,0,0,1,39.1,Junior Developer,4.8,2,4,0.3103,1,13.0
Tier 2,8.0,0,0,0,1,1,2,2,2,81.1,Web Developer,15.47,2,7,0.7573,12,2.5
Tier 3,4.71,1,0,0,0,3,0,0,1,20.1,Junior Developer,3.82,1,4,0.0812,1,6.0
Tier 3,4.78,0,6,0,3,2,1,3,0,35.0,Junior Developer,4.54,1,4,0.173,9,18.5
Tier 2,8.44,0,7,0,3,3,1,1,2,60.3,DevOps Engineer,19.84,2,3,0.683,7,21.5
Tier 3,7.06,1,2,0,2,2,1,0,0,58.6,Data Scientist,11.88,1,2,0.5353,3,12.0
Tier 1,6.49,0,5,0,2,1,1,2,2,48.5,Backend Developer,10.28,3,0,0.4208,9,14.0
Tier 1,6.22,0,1,1,0,0,0,2,1,35.8,Backend Developer,7.62,3,0,0.3216,5,2.0
Tier 3,6.38,0,2,2,1,0,1,3,1,52.3,Backend Developer,10.18,1,0,0.4315,10,5.5
Tier 2,8.91,3,1,0,2,2,2,1,2,72.2,Backend Developer,17.72,2,0,0.7977,10,16.0
Tier 1,7.11,3,2,2,1,4,0,0,1,52.4,Junior Developer,6.29,3,4,0.505,1,18.5
Tier 1,4.0,2,2,2,1,2,1,1,1,33.5,Junior Developer,4.8,3,4,0.0865,6,13.5
Tier 2,7.56,0,3,1,2,2,2,1,1,64.1,Data Scientist,16.52,2,2,0.6166,9,11.0
Tier 3,7.95,0,3,0,0,1,1,0,1,63.0,Data Scientist,12.51,1,2,0.6493,4,7.0
Tier 2,6.38,1,1,1,3,1,1,3,0,46.0,Backend Developer,10.01,2,0,0.3956,9,10.5
Tier 2,7.89,0,1,0,1,2,1,1,0,52.8,ML Engineer,15.79,2,5,0.5853,5,5.5
Tier 1,8.73,2,0,1,1,3,1,3,2,70.8,Backend Developer,17.62,3,0,0.7717,11,10.5
Tier 2,7.64,3,2,0,2,3,1,1,1,61.4,Backend Developer,15.82,2,0,0.6092,6,19.0
Tier 1,8.85,2,3,1,1,1,0,0,1,62.7,DevOps Engineer,5.96,3,3,0.7376,1,14.5
Tier 3,6.88,0,2,0,1,2,1,0,2,53.9,Data Analyst,10.0,1,1,0.4906,5,7.5
Tier 2,5.94,1,2,0,2,3,1,1,2,47.6,Junior Developer,5.97,2,4,0.3607,7,13.0
Tier 2,8.04,1,2,0,1,1,0,0,1,51.9,Data Analyst,5.81,2,1,0.5952,1,9.5
Tier 2,5.64,0,2,2,2,1,2,1,1,46.7,Web Developer,5.69,2,7,0.3256,9,8.0
Tier 1,5.31,1,3,1,0,1,0,1,0,29.3,Junior Developer,3.37,3,4,0.1936,2,10.0
Tier 3,8.51,2,3,0,1,0,0,1,2,48.5,Web Developer,10.11,1,7,0.6228,4,13.5
Tier 2,4.82,0,2,4,1,1,0,1,0,32.5,Junior Developer,2.42,2,4,0.1628,2,6.5
Tier 2,6.97,1,0,0,2,2,1,1,1,51.0,Backend Developer,9.48,2,0,0.4831,6,8.0
Tier 2,5.95,1,2,1,3,0,1,2,1,35.0,Web Developer,6.11,2,7,0.29,8,11.5
Tier 2,8.61,1,4,2,1,2,0,4,2,70.4,Backend Developer,10.61,2,0,0.7574,10,14.5
Tier 3,7.63,2,4,0,0,3,0,3,1,51.6,Backend Developer,9.87,1,0,0.5525,7,17.0
Tier 2,6.65,0,1,0,1,0,0,1,0,45.4,Web Developer,8.04,2,7,0.4192,2,3.5
Tier 1,7.62,0,0,1,0,2,0,1,0,43.8,Backend Developer,10.29,3,0,0.5071,2,2.0
Tier 2,6.68,1,2,0,2,3,1,1,1,44.7,Backend Developer,9.7,2,0,0.4182,6,13.0
Tier 3,7.13,1,1,1,0,2,0,1,2,58.5,Data Analyst,7.23,1,1,0.5417,4,7.0
Tier 3,9.43,0,1,0,2,2,0,4,2,55.6,DevOps Engineer,10.28,1,3,0.7552,10,7.0
Tier 3,8.22,1,0,0,0,2,0,2,0,57.4,Web Developer,8.68,1,7,0.6445,4,5.0
Tier 3,7.62,0,4,1,1,4,0,0,1,60.6,Data Analyst,6.68,1,1,0.6027,1,13.5
Tier 3,8.69,1,2,0,0,1,1,0,4,64.0,Data Analyst,12.92,1,1,0.729,7,8.0
Tier 2,6.27,0,0,2,3,2,1,2,2,38.7,Backend Developer,9.87,2,0,0.3431,9,6.5
Tier 3,5.34,1,3,1,0,3,3,1,0,49.8,Junior Developer,4.42,1,4,0.3132,11,12.0
Tier 3,6.68,1,3,0,3,1,2,1,1,44.4,Data Analyst,9.96,1,1,0.4165,9,14.5
Tier 2,6.24,1,5,1,0,2,1,1,2,45.6,Web Developer,9.52,2,7,0.3793,7,15.0
Tier 2,6.95,0,1,0,2,1,1,2,2,56.5,Backend Developer,9.77,2,0,0.5124,9,6.0
Tier 1,7.04,0,1,1,2,5,0,1,1,51.8,Backend Developer,10.48,3,0,0.4946,3,10.0
Tier 3,8.33,1,1,0,4,1,1,3,2,63.2,DevOps Engineer,17.52,1,3,0.6885,11,12.0
Tier 2,7.97,0,1,0,1,4,1,2,0,62.0,Data Scientist,16.37,2,2,0.6456,7,7.5
Tier 2,6.6,1,1,2,3,2,0,3,1,55.7,Backend Developer,8.26,2,0,0.4728,7,11.5
Tier 2,8.52,0,1,3,3,0,0,3,2,59.5,Software Engineer,10.67,2,6,0.6864,8,6.5
Tier 3,6.23,2,4,1,0,0,0,2,2,34.8,Backend Developer,8.09,1,0,0.3169,6,14.0
Tier 2,5.81,0,5,1,2,1,1,0,0,47.6,Junior Developer,6.08,2,4,0.3477,3,14.0
Tier 2,7.51,1,2,1,1,3,1,1,2,52.7,Data Analyst,13.2,2,1,0.5467,7,11.5
Tier 3,7.35,1,4,0,2,2,2,0,1,67.6,Data Scientist,16.29,1,2,0.6155,7,16.0
Tier 2,6.56,2,1,1,1,0,1,2,2,52.0,Backend Developer,10.06,2,0,0.4477,9,9.5
Tier 2,10.0,0,0,0,0,6,0,2,2,71.2,DevOps Engineer,10.62,2,3,0.901,6,6.0
Tier 3,7.66,2,5,1,3,2,2,0,0,51.1,Data Scientist,16.35,1,2,0.5526,6,22.5
Tier 2,6.12,2,0,1,0,3,2,2,1,51.3,Backend Developer,9.81,2,0,0.3998,11,9.0
Tier 2,7.87,0,4,1,0,2,1,0,4,56.0,Data Analyst,13.28,2,1,0.6015,7,10.0
Tier 2,8.6,2,0,1,0,0,2,0,2,74.5,Data Scientist,23.24,2,2,0.7798,8,6.0
Tier 2,7.02,1,3,1,6,3,0,1,1,46.7,Junior Developer,8.57,2,4,0.4636,3,21.0
Tier 3,6.98,2,3,1,0,2,0,1,1,44.3,Data Analyst,8.03,1,1,0.4459,3,14.0
Tier 2,6.85,0,1,0,2,2,0,1,0,49.5,Software Engineer,7.85,2,6,0.4625,2,7.0
Tier 2,7.5,0,1,1,2,4,1,0,3,46.2,DevOps Engineer,15.97,2,3,0.5087,6,9.0
Tier 1,6.92,0,0,0,0,1,1,1,1,55.5,Backend Developer,10.03,3,0,0.5037,6,1.0
Tier 1,6.69,2,0,1,5,2,0,1,0,59.7,Backend Developer,7.9,3,0,0.5046,2,15.5
Tier 2,5.82,2,2,0,3,1,1,1,0,47.4,Junior Developer,6.52,2,4,0.3476,5,15.5
Tier 3,8.34,1,4,1,1,2,0,3,0,60.0,Software Engineer,9.98,1,6,0.6713,6,14.5
Tier 2,8.55,1,2,1,1,2,1,1,0,55.7,Backend Developer,17.66,2,0,0.6678,5,10.5
Tier 1,8.69,2,2,2,0,2,0,1,0,57.3,Backend Developer,10.2,3,0,0.6909,2,12.0
Tier 3,7.97,2,4,2,2,3,2,1,1,69.2,Web Developer,15.31,1,7,0.6866,9,20.0
Tier 3,9.53,2,1,0,1,3,1,0,3,67.7,Data Analyst,13.13,1,1,0.8341,6,12.5
Tier 2,5.48,2,2,2,2,0,1,1,0,43.7,Junior Developer,4.17,2,4,0.2925,5,13.0
Tier 2,7.2,1,0,1,0,5,2,0,1,57.4,Data Analyst,13.07,2,1,0.5425,7,8.0
Tier 2,7.09,0,1,0,2,4,2,1,1,52.5,Data Scientist,15.62,2,2,0.5036,9,9.0
Tier 1,8.69,0,1,1,0,3,1,0,0,73.9,ML Engineer,23.95,3,5,0.7854,3,5.0
Tier 2,6.4,1,1,0,1,1,0,1,1,36.7,Backend Developer,7.88,2,0,0.3447,3,7.5
Tier 2,8.6,3,3,1,1,1,0,1,1,72.4,Backend Developer,10.69,2,0,0.7678,3,17.5
Tier 2,7.1,0,0,1,1,2,0,1,2,54.7,Data Analyst,8.86,2,1,0.5171,4,3.5
Tier 3,8.85,0,2,1,2,1,1,2,0,73.9,Software Engineer,18.09,1,6,0.8014,7,8.0
Tier 2,6.46,1,4,1,5,2,3,2,0,55.4,Backend Developer,9.91,2,0,0.4571,13,20.5
Tier 2,8.63,0,4,0,2,1,2,2,0,69.3,Data Scientist,24.45,2,2,0.7532,10,12.0
Tier 1,5.87,1,0,2,2,1,0,0,1,51.6,Junior Developer,5.17,3,4,0.3765,1,7.0
Tier 2,8.67,1,2,0,2,2,2,1,0,62.2,Data Scientist,23.35,2,2,0.7168,8,12.0
Tier 3,7.07,0,3,0,2,0,1,0,1,62.0,Data Scientist,11.77,1,2,0.5556,4,9.0
Tier 2,6.53,1,4,0,1,3,0,1,2,49.2,DevOps Engineer,7.32,2,3,0.4288,4,15.5
Tier 1,7.04,1,2,2,2,1,0,2,0,51.9,Software Engineer,10.17,3,6,0.4952,4,11.0
Tier 2,6.26,2,3,1,0,2,1,1,0,30.1,Backend Developer,9.2,2,0,0.2931,5,14.0
Tier 2,5.23,1,1,3,0,1,1,0,0,38.4,Junior Developer,4.48,2,4,0.2374,3,6.0
Tier 2,9.67,2,7,0,2,3,1,2,2,61.5,Web Developer,15.41,2,7,0.8128,9,26.0
Tier 2,7.48,1,4,0,2,1,0,1,1,57.8,Backend Developer,10.23,2,0,0.5728,3,15.0
Tier 3,4.61,0,3,0,2,2,0,1,0,29.7,Junior Developer,3.49,1,4,0.1259,2,11.0
Tier 3,6.48,1,1,2,2,0,0,1,0,44.5,Software Engineer,5.53,1,6,0.3971,2,8.0
Tier 2,4.97,0,3,3,1,0,0,1,2,36.6,Junior Developer,3.72,2,4,0.2011,4,7.5
Tier 2,7.14,1,2,0,0,2,1,0,0,54.0,Data Scientist,15.68,2,2,0.5171,3,9.0
Tier 3,8.63,1,4,1,0,2,2,1,1,77.1,Data Scientist,19.83,1,2,0.7976,9,13.0
Tier 3,4.17,0,1,1,3,1,0,1,0,28.0,Junior Developer,3.76,1,4,0.0722,2,7.5
Tier 2,7.1,1,1,1,1,2,1,0,0,54.0,Software Engineer,13.96,2,6,0.5131,3,8.5
Tier 2,5.81,0,2,2,3,2,0,1,2,34.7,Junior Developer,4.99,2,4,0.2743,4,10.5
Tier 3,7.11,1,0,1,3,1,1,4,0,55.7,Backend Developer,14.65,1,0,0.5238,11,8.5
Tier 3,7.0,1,1,1,2,2,1,0,2,53.6,Data Scientist,11.28,1,2,0.5009,5,10.0
Tier 2,6.95,0,4,0,1,0,0,3,0,43.5,DevOps Engineer,7.93,2,3,0.4384,6,9.5
Tier 2,4.0,1,1,1,3,3,0,1,0,24.2,Junior Developer,4.09,2,4,0.0336,2,12.5
Tier 1,8.44,0,2,0,2,2,1,1,3,67.8,Data Analyst,13.43,3,1,0.7257,8,9.0
Tier 2,7.72,3,1,2,1,1,1,2,0,57.8,Web Developer,15.09,2,7,0.5968,7,13.5
Tier 2,7.14,1,1,0,2,2,0,0,1,45.0,Data Analyst,6.37,2,1,0.4659,1,10.0
Tier 1,7.44,1,2,1,1,0,2,0,0,52.8,Data Scientist,15.89,3,2,0.5403,6,8.5
Tier 3,7.74,1,3,1,3,2,2,2,0,63.0,Software Engineer,16.32,1,6,0.6283,10,15.5
Tier 3,7.02,2,5,0,1,2,0,2,1,44.6,Junior Developer,8.46,1,4,0.4516,5,19.5
Tier 2,5.82,0,2,0,3,3,2,1,1,52.5,Junior Developer,5.79,2,4,0.3766,9,11.5
Tier 3,6.75,1,3,2,2,2,0,1,0,46.4,Backend Developer,7.45,1,0,0.4349,2,14.0
Tier 2,5.95,0,2,0,2,0,0,1,0,32.8,Web Developer,4.97,2,7,0.2775,2,7.0
Tier 1,8.42,0,5,1,1,1,1,1,2,61.0,Data Scientist,24.1,3,2,0.685,7,12.5
Tier 3,8.36,0,0,0,4,2,1,0,2,60.6,DevOps Engineer,13.15,1,3,0.6767,5,8.0
Tier 2,6.49,3,2,0,1,3,0,2,3,41.0,Data Analyst,7.77,2,1,0.3782,7,17.5
Tier 1,5.95,0,2,0,1,3,1,0,0,43.8,Junior Developer,5.86,3,4,0.3401,3,8.5
Tier 1,8.29,1,3,1,0,3,0,1,1,53.0,Backend Developer,10.49,3,0,0.6264,3,12.0
Tier 3,5.01,1,3,1,0,1,1,0,1,27.3,Junior Developer,4.35,1,4,0.1522,4,10.0
Tier 3,7.01,1,2,0,1,2,0,1,1,56.9,DevOps Engineer,8.91,1,3,0.5206,3,10.5
Tier 2,6.75,0,2,0,3,3,1,1,3,43.3,Junior Developer,9.07,2,4,0.4172,8,11.5
Tier 2,5.72,0,4,1,2,2,0,0,1,46.1,Junior Developer,4.68,2,4,0.3302,1,13.0
Tier 3,5.71,0,1,1,1,1,0,1,1,39.7,Web Developer,4.08,1,7,0.2928,3,4.5
Tier 3,8.78,3,0,3,1,3,2,2,1,80.1,Backend Developer,18.0,1,0,0.8296,11,13.5
Tier 2,5.97,0,3,1,2,4,0,0,1,32.1,Junior Developer,5.38,2,4,0.2755,1,13.0
Tier 3,6.58,0,2,0,1,5,2,0,3,40.2,DevOps Engineer,9.33,1,3,0.3826,9,10.5
Tier 2,6.03,1,2,0,2,3,1,1,1,53.3,Software Engineer,10.27,2,6,0.4021,6,13.0
Tier 2,5.15,1,3,2,2,2,1,0,0,38.8,Junior Developer,4.24,2,4,0.2316,3,14.0
Tier 1,6.57,0,1,2,1,1,0,0,1,45.6,Data Analyst,6.34,3,1,0.4123,1,4.5
Tier 2,6.48,1,0,1,0,1,1,3,0,53.5,Software Engineer,9.48,2,6,0.4483,9,4.0
Tier 2,6.37,0,0,2,4,3,1,0,2,60.1,Junior Developer,8.93,2,4,0.4748,5,9.0
Tier 3,9.63,0,1,0,2,1,0,2,0,69.2,Backend Developer,10.04,1,0,0.8526,4,6.0
Tier 3,9.23,3,2,0,1,1,0,1,0,65.3,Software Engineer,10.3,1,6,0.7904,2,15.5
Tier 3,6.18,0,2,2,1,3,1,2,2,47.0,Data Analyst,10.2,1,1,0.3813,9,8.5
Tier 2,6.08,0,1,2,3,0,0,3,0,45.1,Backend Developer,7.73,2,0,0.3605,6,6.5
Tier 3,8.98,0,7,1,2,2,1,2,1,66.6,Web Developer,14.88,1,7,0.7728,8,19.0
Tier 3,5.91,1,1,0,0,2,1,1,0,52.4,Junior Developer,5.95,1,4,0.385,5,7.0
Tier 2,7.07,1,3,0,3,2,2,1,1,57.6,Backend Developer,15.93,2,0,0.5306,9,15.5
Tier 2,8.01,0,3,2,1,1,1,1,1,56.1,Backend Developer,16.94,2,0,0.6161,6,8.5
Tier 3,6.32,0,6,0,3,5,1,3,1,44.3,Backend Developer,9.86,1,0,0.3799,10,21.5
Tier 3,7.42,0,4,0,2,2,0,0,1,54.2,Data Analyst,6.74,1,1,0.5463,1,13.0
Tier 3,7.84,0,3,1,0,0,2,1,0,55.6,Backend Developer,14.08,1,0,0.5962,8,6.0
Tier 3,5.34,1,2,1,0,1,1,0,3,35.7,Junior Developer,4.09,1,4,0.233,6,8.0
Tier 3,9.33,1,4,0,1,1,0,2,2,62.6,Backend Developer,10.26,1,0,0.7851,6,13.5
Tier 2,7.28,1,4,2,1,1,0,1,0,53.3,DevOps Engineer,10.09,2,3,0.5271,2,13.5
Tier 1,8.72,0,1,0,4,0,1,2,1,63.5,Web Developer,14.44,3,7,0.7292,8,8.0
Tier 3,8.49,0,3,0,0,0,2,1,2,71.5,Software Engineer,17.29,1,6,0.7517,10,6.0
Tier 2,6.31,1,2,0,0,3,1,0,0,50.8,Software Engineer,10.08,2,6,0.4159,3,10.0
Tier 2,8.0,0,2,1,1,1,2,1,3,62.0,DevOps Engineer,19.72,2,3,0.6486,11,6.5
Tier 3,8.42,4,0,0,2,0,2,2,2,56.5,Software Engineer,19.87,1,6,0.6594,12,15.0
Tier 2,6.91,1,3,1,2,3,0,1,2,46.3,Backend Developer,7.96,2,0,0.4503,4,15.0
Tier 2,8.59,0,2,1,1,2,0,1,2,59.7,DevOps Engineer,10.26,2,3,0.6946,4,7.5
Tier 2,5.94,2,2,1,2,2,2,1,0,41.8,Junior Developer,5.88,2,4,0.3277,8,15.0
Tier 2,9.01,3,2,0,1,1,2,2,1,74.7,Data Scientist,24.0,2,2,0.8219,11,15.5
Tier 2,8.73,4,0,1,1,0,1,4,0,63.5,Backend Developer,17.76,2,0,0.7302,11,13.5
Tier 1,7.89,1,1,0,1,2,1,1,0,57.0,Data Scientist,16.5,3,2,0.6092,5,8.5
Tier 3,8.33,0,0,1,2,3,1,1,0,65.4,Data Scientist,12.2,1,2,0.701,5,6.0
Tier 2,5.95,2,2,1,2,1,1,1,2,35.3,Junior Developer,5.88,2,4,0.2917,7,14.0
Tier 3,6.35,1,1,3,1,2,2,1,0,48.2,Software Engineer,9.9,1,6,0.4051,8,8.5
Tier 2,8.25,2,4,0,1,4,2,2,2,70.3,Software Engineer,21.8,2,6,0.7209,12,19.5
Tier 2,7.79,1,0,0,2,4,0,1,2,51.6,DevOps Engineer,10.31,2,3,0.5685,4,10.0
Tier 1,5.56,1,2,0,3,0,1,1,0,47.6,Junior Developer,6.33,3,4,0.3227,5,11.5
Tier 3,6.88,1,1,3,1,2,1,0,2,49.4,Data Analyst,9.65,1,1,0.465,5,8.5
