college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,salary_log
Tier 1,6.88,0,2,0,3,1,0,1,3,46.9,Junior Developer,7.86,3,4,2.1815467646169897
Tier 2,7.26,1,4,0,1,0,1,0,0,47.6,Junior Developer,8.65,2,4,2.2669579153508947
Tier 2,6.35,0,1,1,4,2,1,0,2,51.0,Backend Developer,10.43,2,0,2.4362414778067194
Tier 2,7.06,0,2,0,1,3,1,0,1,46.1,Data Analyst,13.18,2,1,2.6518325211039815
Tier 3,7.82,1,2,0,2,3,1,0,2,67.3,Backend Developer,13.55,1,0,2.6775909936175015
Tier 3,6.59,1,2,3,1,8,2,2,1,55.7,Backend Developer,9.98,1,0,2.3960754360813845
Tier 3,7.25,1,3,0,2,1,0,1,0,45.5,DevOps Engineer,9.19,1,3,2.321406847234633
Tier 3,10.0,2,3,2,0,2,0,0,1,68.1,Data Analyst,6.35,1,1,1.9947003132247452
Tier 1,6.05,2,0,3,2,4,0,2,1,44.7,Software Engineer,8.36,3,6,2.2364452904895007
Tier 3,8.26,3,0,0,2,2,0,2,3,57.6,Data Analyst,9.53,1,1,2.354228326145884
Tier 2,7.53,2,4,0,0,1,0,2,3,64.2,Web Developer,10.35,2,7,2.4292177439274116
Tier 2,6.67,1,1,1,1,3,0,3,2,48.4,Backend Developer,7.89,2,0,2.1849270495258133
Tier 1,8.54,0,4,0,1,4,1,1,0,71.5,Data Scientist,23.89,3,2,3.2144661163795005
Tier 2,7.51,0,2,0,2,4,0,0,2,53.3,Data Analyst,6.06,2,1,1.9544450515051506
Tier 3,6.86,1,1,0,3,4,0,3,2,46.9,Backend Developer,8.31,1,0,2.231089091288976
Tier 2,8.38,2,1,1,0,1,1,3,0,54.4,Backend Developer,17.95,2,0,2.9418039315284354
Tier 3,4.56,3,1,2,0,0,0,1,3,26.8,Junior Developer,3.65,1,4,1.536867219599265
Tier 2,8.39,2,1,0,2,3,1,4,1,69.8,Backend Developer,17.78,2,0,2.932792473780117
Tier 2,7.14,1,2,0,2,0,0,0,2,54.1,DevOps Engineer,6.08,2,3,1.9572739077056285
Tier 1,8.86,0,5,1,1,3,1,0,1,71.6,Data Analyst,12.71,3,1,2.6181254935742233
Tier 2,6.36,0,6,1,4,1,2,1,1,48.5,Software Engineer,10.01,2,6,2.3988039507345884
Tier 2,6.98,2,3,0,1,2,1,3,1,53.7,Backend Developer,10.21,2,0,2.4168062370840686
Tier 2,6.96,2,1,0,5,0,0,0,2,64.0,Data Analyst,6.41,2,1,2.0028304393079956
Tier 1,6.0,0,1,1,2,2,1,2,1,42.1,Junior Developer,8.8,3,4,2.2823823856765264
Tier 1,8.38,0,2,0,1,3,0,1,0,62.3,Backend Developer,10.0,3,0,2.3978952727983707
Tier 2,7.93,3,4,2,2,2,1,0,2,65.9,Data Scientist,16.6,2,2,2.8678989020441064
Tier 3,7.46,0,2,0,1,2,0,1,0,65.5,Software Engineer,7.95,1,6,2.191653532286764
Tier 3,7.28,0,2,1,2,0,0,3,0,52.4,Backend Developer,8.5,1,0,2.2512917986064953
Tier 3,8.86,1,1,1,4,6,3,1,2,78.5,ML Engineer,24.17,1,5,3.2256528091472245
Tier 3,9.59,0,5,0,1,2,1,3,2,71.9,Backend Developer,17.63,1,0,2.924773184613497
Tier 3,6.28,4,3,2,2,2,0,3,1,31.1,Web Developer,7.58,1,7,2.149433913499871
Tier 3,7.09,2,2,0,3,1,1,1,2,53.9,Data Analyst,12.82,1,1,2.626116818339524
Tier 1,6.51,0,2,0,0,1,1,0,0,36.5,Junior Developer,9.38,3,4,2.3398808777377424
Tier 2,8.13,1,3,0,2,1,1,1,2,57.9,DevOps Engineer,19.85,2,3,3.0373539482448106
Tier 1,5.83,1,2,2,1,2,1,0,3,44.4,Junior Developer,6.0,3,4,1.9459101490553132
Tier 2,7.77,0,2,0,2,1,0,1,3,50.4,DevOps Engineer,10.46,2,3,2.4388627112865935
Tier 3,6.56,0,2,0,1,1,1,1,2,45.9,Backend Developer,9.59,1,0,2.359910159613315
Tier 2,7.23,1,2,0,2,0,0,1,3,42.7,Junior Developer,8.36,2,4,2.2364452904895007
Tier 3,6.56,1,3,0,0,1,0,2,0,50.4,Backend Developer,7.9,1,0,2.186051276738094
Tier 3,7.26,1,1,0,2,2,0,0,1,52.2,Backend Developer,5.98,1,0,1.9430489167742813
Tier 1,5.87,2,0,1,3,0,2,0,0,55.4,Junior Developer,5.9,3,4,1.9315214116032138
Tier 3,5.98,1,1,1,1,1,0,3,0,52.7,Web Developer,4.24,1,7,1.6563214983329508
Tier 2,9.26,4,2,1,1,1,0,1,1,70.2,Data Analyst,10.5,2,1,2.4423470353692043
Tier 2,6.4,0,2,4,1,3,0,1,1,38.6,Junior Developer,6.25,2,4,1.9810014688665833
Tier 2,6.63,1,1,0,1,0,0,2,1,55.2,DevOps Engineer,8.06,2,3,2.203869120054888
Tier 2,7.48,0,3,0,1,0,2,1,1,60.7,Backend Developer,16.48,2,0,2.8610573702273894
Tier 1,7.75,0,1,0,0,1,1,1,1,52.8,Web Developer,15.07,3,7,2.776954179749421
Tier 3,6.34,1,2,3,5,2,1,2,2,44.8,Backend Developer,10.15,1,0,2.411439497906128
Tier 3,8.22,0,1,1,2,2,1,0,2,71.7,DevOps Engineer,12.2,1,3,2.580216829592325
Tier 3,8.58,1,1,0,2,3,2,3,1,54.5,Software Engineer,22.13,1,6,3.141130476243348
Tier 1,6.28,1,1,0,0,3,2,0,3,51.2,Junior Developer,9.11,3,4,2.3135250330323798
Tier 2,7.72,0,1,0,0,3,0,1,2,49.6,Web Developer,10.39,2,7,2.432735777459091
Tier 1,8.61,1,0,0,2,1,1,0,1,67.5,Data Analyst,13.05,3,1,2.642622395779755
Tier 3,5.22,1,1,1,1,4,0,3,0,24.0,Junior Developer,3.62,1,4,1.5303947050936475
Tier 3,4.7,0,2,0,2,1,1,2,0,32.7,Junior Developer,4.26,1,4,1.6601310267496185
Tier 2,6.97,1,2,1,2,2,0,2,0,53.0,Backend Developer,7.74,2,0,2.167910189667444
Tier 2,6.46,1,3,0,2,6,1,0,0,47.5,Software Engineer,10.01,2,6,2.3988039507345884
Tier 2,6.87,1,4,0,2,2,1,2,2,44.1,Junior Developer,8.89,2,4,2.2915241456346207
Tier 2,9.65,0,3,1,1,5,1,3,2,75.6,Backend Developer,17.84,2,0,2.935982269148217
Tier 3,6.12,1,2,0,2,4,0,1,0,36.1,Software Engineer,7.7,1,6,2.163323025660538
Tier 2,6.08,0,0,0,2,2,2,1,1,55.2,Junior Developer,8.83,2,4,2.285438934159075
Tier 1,6.96,0,4,0,0,1,1,2,1,49.4,DevOps Engineer,9.79,3,3,2.378619779270043
Tier 2,6.76,1,1,2,3,0,1,1,1,47.4,Backend Developer,10.16,2,0,2.412335956953165
Tier 3,6.77,3,4,2,0,2,0,1,3,48.2,Data Analyst,8.07,1,1,2.2049722641270453
Tier 3,6.05,2,2,2,2,3,1,2,2,50.3,Software Engineer,10.16,1,6,2.412335956953165
Tier 3,9.2,2,2,0,3,2,1,0,1,57.8,DevOps Engineer,18.47,1,3,2.968874819384108
Tier 1,7.51,0,2,2,1,2,1,0,1,57.1,Data Scientist,15.4,3,2,2.797281334830153
Tier 1,9.48,1,0,0,2,1,1,0,0,79.4,Data Scientist,24.25,3,2,3.228826155721369
Tier 2,6.23,1,2,1,4,4,2,3,0,49.3,Backend Developer,9.67,2,0,2.367436065313662
Tier 3,7.14,0,2,0,2,1,2,0,1,57.7,Data Scientist,13.4,1,2,2.667228206581955
Tier 2,8.81,1,2,0,1,1,1,2,3,66.3,Backend Developer,16.9,2,0,2.884800712846709
Tier 3,8.13,0,3,0,1,2,1,2,2,60.1,DevOps Engineer,16.14,1,3,2.8414149131696336
Tier 3,7.02,2,4,0,1,0,0,2,0,43.2,Backend Developer,10.12,1,0,2.4087452888224363
Tier 3,7.87,1,2,0,1,1,0,1,2,53.9,DevOps Engineer,9.53,1,3,2.354228326145884
Tier 2,6.67,1,1,2,1,3,2,2,1,54.0,Backend Developer,9.62,2,0,2.362739015813793
Tier 3,4.92,0,3,1,1,3,0,1,1,23.3,Junior Developer,3.3,1,4,1.4586150226995167
Tier 2,6.63,0,1,2,1,3,0,2,0,56.6,Software Engineer,8.36,2,6,2.2364452904895007
Tier 2,6.27,0,3,1,6,1,1,1,0,40.1,Software Engineer,10.46,2,6,2.4388627112865935
Tier 2,5.89,4,3,0,1,0,0,1,3,38.4,Junior Developer,4.91,2,4,1.776645831418007
Tier 2,6.66,1,5,2,0,2,1,2,1,48.5,Web Developer,10.14,2,7,2.410542234499138
Tier 2,4.0,4,4,0,0,4,1,1,0,33.4,Junior Developer,4.43,2,4,1.691939133945844
Tier 3,9.49,1,0,0,2,5,1,0,0,67.2,Data Scientist,17.29,1,2,2.906354462402774
Tier 3,7.22,1,1,0,2,1,0,0,2,47.6,Data Analyst,6.63,1,1,2.0320878452963655
Tier 3,7.03,1,3,3,0,3,1,2,2,53.6,Backend Developer,11.84,1,0,2.552565298261815
Tier 3,6.05,1,2,0,1,1,1,0,1,44.4,Junior Developer,9.24,1,4,2.3263016196113617
Tier 3,5.78,1,2,0,0,1,1,0,1,37.9,Junior Developer,6.23,1,4,1.9782390361706734
Tier 3,6.95,0,2,0,1,1,1,0,0,62.8,Junior Developer,8.85,1,4,2.2874714551839976
Tier 2,6.53,0,2,3,3,2,3,0,1,56.2,DevOps Engineer,10.24,2,3,2.419478844465545
Tier 2,5.04,1,0,0,1,2,1,0,0,43.5,Junior Developer,4.59,2,4,1.7209792871670078
Tier 2,6.45,1,3,1,1,2,1,4,0,45.9,Backend Developer,9.76,2,0,2.3758355547336385
Tier 1,5.3,0,5,1,4,3,1,0,2,42.8,Junior Developer,4.86,3,4,1.7681496035889213
Tier 2,8.31,1,2,0,3,3,0,3,2,57.2,Backend Developer,10.59,2,0,2.4501426573516603
Tier 2,6.13,0,3,1,1,4,1,0,0,42.6,Junior Developer,8.45,2,4,2.2460147415056513
Tier 2,6.84,1,2,1,1,2,0,0,2,48.6,Data Analyst,6.72,2,1,2.0438143640366846
Tier 2,8.83,0,2,0,3,0,0,0,1,62.7,Data Analyst,6.45,2,1,2.0082140323914683
Tier 1,8.21,0,2,0,2,2,1,1,0,67.2,Backend Developer,17.78,3,0,2.932792473780117
Tier 3,7.77,0,2,0,2,3,0,4,1,67.0,Backend Developer,10.66,1,0,2.4561641809223462
Tier 3,6.94,1,5,3,1,2,1,0,2,59.4,Data Analyst,9.72,1,1,2.372111155642656
Tier 3,7.51,0,1,0,2,1,0,0,1,51.2,Backend Developer,7.04,1,0,2.0844290831908747
Tier 2,6.63,2,5,0,4,2,0,0,1,36.2,DevOps Engineer,6.43,2,3,2.005525858729668
Tier 2,5.78,0,1,2,2,1,1,0,0,37.0,Junior Developer,5.8,2,4,1.916922612182061
Tier 2,5.92,1,2,2,0,3,1,2,1,40.2,Web Developer,6.65,2,7,2.0347056478384444
Tier 3,6.25,2,0,0,1,2,1,4,0,52.9,Backend Developer,10.54,1,0,2.4458192610799534
Tier 2,8.11,1,4,0,1,3,1,3,0,59.9,Backend Developer,18.11,2,0,2.950211758252182
Tier 3,7.17,1,0,2,1,2,1,2,2,57.6,Junior Developer,8.56,1,4,2.25758772706331
Tier 2,6.7,0,1,0,4,2,1,1,1,56.3,Backend Developer,9.81,2,0,2.3804716316511167
Tier 3,7.49,0,3,0,2,1,1,1,2,48.1,Backend Developer,13.62,1,0,2.6823904543216326
Tier 2,6.39,1,2,0,2,1,0,0,1,48.9,Data Analyst,6.29,2,1,1.986503546020567
Tier 2,6.14,1,2,4,1,2,0,2,1,41.4,Backend Developer,6.83,2,0,2.057962510002712
Tier 1,6.93,0,3,0,0,2,0,0,1,48.4,Junior Developer,6.37,3,4,1.9974177062012453
Tier 1,7.74,0,1,1,2,2,0,2,1,52.2,DevOps Engineer,10.48,3,3,2.4406063908914204
Tier 2,5.55,1,3,0,0,0,1,0,1,42.6,Junior Developer,6.22,2,4,1.9768549529047348
Tier 3,8.55,1,0,0,2,2,0,1,0,66.3,DevOps Engineer,9.94,1,3,2.392425796993835
Tier 3,8.3,1,1,2,0,2,1,3,1,58.4,Backend Developer,14.45,1,0,2.7376090033437546
Tier 2,7.56,1,5,1,2,4,1,1,3,57.9,Web Developer,15.51,2,7,2.8039662579320366
Tier 2,8.73,3,0,2,0,1,2,3,1,71.2,Software Engineer,22.08,2,6,3.138966441639899
Tier 2,6.78,0,3,0,2,0,0,0,1,42.7,Data Analyst,6.39,2,1,2.0001277349601105
Tier 2,6.84,1,5,1,3,2,1,1,2,69.2,Backend Developer,9.95,2,0,2.3933394562625097
Tier 2,6.1,1,3,0,1,2,1,2,0,48.9,Backend Developer,9.82,2,0,2.3813962734183356
Tier 2,8.08,1,1,0,2,0,0,5,1,50.8,Backend Developer,10.12,2,0,2.4087452888224363
Tier 2,7.51,0,3,0,2,2,2,2,1,71.0,ML Engineer,16.21,2,5,2.845490610223448
Tier 1,6.89,2,3,0,4,1,3,1,1,62.6,Backend Developer,10.29,3,0,2.4239173781615704
Tier 3,6.08,3,2,0,0,2,0,1,1,35.5,Web Developer,7.46,1,7,2.135349173618132
Tier 2,8.48,0,2,0,1,1,1,0,1,61.1,Data Scientist,18.06,2,2,2.947591898226056
Tier 2,8.11,1,4,2,2,2,1,2,2,59.0,Backend Developer,16.98,2,0,2.8892600290434745
Tier 1,6.41,0,1,1,0,0,1,1,0,54.6,Junior Developer,8.51,3,4,2.252343876557299
Tier 3,6.62,1,3,0,2,4,0,2,1,47.3,Backend Developer,7.65,1,0,2.157559320943788
Tier 2,7.36,0,0,1,5,1,1,2,1,59.4,DevOps Engineer,15.83,2,3,2.8231630082027146
Tier 1,5.29,0,1,2,1,3,2,1,0,43.3,Junior Developer,4.54,3,4,1.7119945007591924
Tier 2,8.56,1,2,1,0,4,1,0,0,58.9,Data Scientist,20.38,2,2,3.062455905596899
Tier 2,7.34,2,6,1,3,0,0,2,2,53.7,Backend Developer,10.11,2,0,2.4078456036515385
Tier 3,5.37,0,3,1,1,1,1,3,0,43.3,Junior Developer,4.59,1,4,1.7209792871670078
Tier 3,9.0,0,0,0,1,2,1,3,1,63.1,Backend Developer,17.48,1,0,2.916689066213538
Tier 1,5.73,1,4,1,1,1,0,1,1,44.2,Web Developer,4.87,3,7,1.7698546338400052
Tier 3,8.84,0,0,2,1,3,3,1,2,65.8,Software Engineer,20.76,1,6,3.080073421987742
Tier 2,6.66,0,2,0,1,3,1,1,3,60.0,DevOps Engineer,10.14,2,3,2.410542234499138
Tier 2,8.48,0,0,1,0,1,2,1,1,74.1,ML Engineer,19.7,2,5,3.0301337002713233
Tier 1,8.76,1,5,0,0,1,0,1,0,60.4,DevOps Engineer,10.06,3,3,2.403334996094189
Tier 2,8.36,1,3,0,3,1,1,0,1,63.4,ML Engineer,21.02,2,5,3.091951131294534
Tier 1,6.49,2,1,0,2,4,0,1,1,41.1,Data Analyst,7.71,3,1,2.1644717908644115
Tier 2,7.82,1,1,2,2,5,0,2,2,53.4,DevOps Engineer,10.61,2,3,2.4518667957098
Tier 3,6.89,0,3,2,2,3,0,1,0,50.9,Software Engineer,7.17,1,6,2.1004689088719113
Tier 2,7.7,0,0,0,3,1,2,1,0,63.4,ML Engineer,15.87,2,5,2.825536896557877
Tier 1,7.3,1,0,1,3,2,1,4,0,64.5,Backend Developer,15.62,3,0,2.810606789427302
Tier 2,6.68,2,4,1,1,2,1,1,1,45.7,Junior Developer,8.67,2,4,2.269028309465203
Tier 2,6.07,3,2,0,1,5,1,0,0,42.6,Junior Developer,8.62,2,4,2.263844264677615
Tier 3,7.31,2,0,0,1,1,1,1,1,51.5,Backend Developer,12.43,1,0,2.5974910105351463
Tier 1,7.42,2,2,0,1,3,0,0,2,56.2,Data Analyst,6.16,3,1,1.9685099809725544
Tier 2,7.51,1,2,0,2,1,1,2,1,80.7,Software Engineer,15.54,2,6,2.805781689595545
Tier 3,6.54,0,5,0,0,1,0,0,1,47.5,DevOps Engineer,6.78,1,3,2.0515563381903004
Tier 1,9.17,1,4,0,2,3,2,3,1,65.4,Backend Developer,17.84,3,0,2.935982269148217
Tier 3,8.0,1,2,1,3,1,1,2,1,58.5,Web Developer,14.87,1,7,2.7644305345383176
Tier 1,5.86,1,0,0,0,3,0,1,2,32.7,Junior Developer,5.0,3,4,1.791759469228055
Tier 2,6.74,2,4,1,4,1,1,2,1,41.6,Junior Developer,8.38,2,4,2.238579763018133
Tier 3,6.02,0,1,2,5,2,1,1,1,54.0,Junior Developer,8.45,1,4,2.2460147415056513
Tier 3,5.92,1,0,1,0,2,3,1,0,54.8,Web Developer,6.07,1,7,1.9558604799084813
Tier 3,5.74,1,1,0,0,5,1,1,1,38.6,Web Developer,6.28,1,7,1.9851308622085946
Tier 3,7.3,1,1,2,1,5,0,3,2,52.9,Web Developer,9.81,1,7,2.3804716316511167
Tier 3,7.89,0,2,2,2,1,1,1,0,61.2,Data Scientist,11.39,1,2,2.516889695641051
Tier 1,9.11,1,0,0,1,5,2,3,1,70.0,Data Scientist,24.83,3,2,3.251536607107749
Tier 1,6.93,1,10,1,2,3,0,1,0,55.0,Backend Developer,7.35,3,0,2.122261538862764
Tier 3,7.88,0,2,0,2,4,1,0,0,59.5,Data Scientist,13.07,1,2,2.644044871126298
Tier 3,7.67,0,1,0,2,3,1,0,0,59.4,Data Scientist,11.8,1,2,2.5494451709255714
Tier 2,6.53,1,3,2,4,3,0,0,1,50.6,Data Analyst,6.78,2,1,2.0515563381903004
Tier 1,8.86,0,0,0,2,0,1,1,0,69.7,Backend Developer,17.5,3,0,2.917770732084279
Tier 1,8.04,1,2,0,0,2,0,1,0,51.0,Backend Developer,10.35,3,0,2.4292177439274116
Tier 2,5.32,3,1,0,1,1,1,2,1,36.9,Junior Developer,4.39,2,4,1.6845453849209058
Tier 1,8.14,0,1,0,1,5,0,0,1,50.3,DevOps Engineer,6.82,3,3,2.05668455455722
Tier 1,5.63,2,2,1,0,5,0,1,2,37.9,Junior Developer,5.0,3,4,1.791759469228055
Tier 2,6.92,0,0,1,3,2,1,1,1,47.3,Backend Developer,9.51,2,0,2.3523271848888596
Tier 2,5.79,0,0,1,2,2,1,1,1,34.8,Web Developer,5.95,2,7,1.9387416595767009
Tier 2,7.78,0,2,1,1,3,0,0,2,50.9,Backend Developer,5.78,2,0,1.9139771019523042
Tier 3,7.48,2,1,0,1,5,0,2,0,56.8,Software Engineer,10.42,1,6,2.435366204227864
Tier 1,6.89,1,2,1,3,2,1,1,2,61.6,Junior Developer,9.28,3,4,2.330200260027019
Tier 1,5.9,2,1,3,0,0,0,0,2,33.9,Junior Developer,5.01,3,4,1.7934247485471162
Tier 2,8.62,1,1,1,1,2,2,3,0,70.8,Web Developer,15.43,2,7,2.799108932049177
Tier 3,7.16,1,4,0,1,1,1,2,1,54.9,Backend Developer,15.58,1,0,2.8081971497071487
Tier 3,5.17,1,4,1,4,2,1,0,1,34.9,Junior Developer,4.44,1,4,1.6937790608678513
Tier 3,6.74,1,3,0,2,0,2,0,0,49.2,Software Engineer,9.83,1,6,2.382320061012899
Tier 3,7.83,2,2,0,1,2,1,2,0,64.2,Software Engineer,15.49,1,6,2.8027541365715076
Tier 2,7.13,2,2,1,0,1,0,0,1,43.2,Data Analyst,6.02,2,1,1.9487632180377197
Tier 3,5.57,0,2,1,2,1,0,0,1,42.1,Junior Developer,4.65,1,4,1.7316555451583497
Tier 2,7.01,0,3,4,2,1,2,1,1,61.7,Junior Developer,9.14,2,4,2.316487998163037
Tier 3,6.52,0,4,1,1,2,1,0,2,38.4,DevOps Engineer,9.78,1,3,2.377692565480851
Tier 2,8.39,0,1,0,3,1,2,1,2,60.7,Data Scientist,22.61,2,2,3.1616703510974213
Tier 2,7.67,1,2,0,1,0,0,4,1,51.5,Backend Developer,10.54,2,0,2.4458192610799534
Tier 2,6.64,2,3,1,4,0,2,2,1,53.3,DevOps Engineer,9.8,2,3,2.379546134130174
Tier 3,7.18,0,1,2,1,3,3,1,0,59.1,Data Scientist,15.88,1,2,2.826129489167811
Tier 1,6.77,1,1,0,2,2,2,1,0,58.3,DevOps Engineer,9.5,3,3,2.3513752571634776
Tier 2,6.62,2,2,1,0,0,0,1,2,46.6,DevOps Engineer,7.79,2,3,2.1736147116970854
Tier 3,6.53,2,3,2,1,2,2,0,2,51.6,Backend Developer,10.35,1,0,2.4292177439274116
Tier 3,7.37,0,3,0,4,3,1,0,1,50.2,Data Scientist,13.96,1,2,2.7053799725463312
Tier 2,7.33,3,1,1,2,1,0,2,1,48.8,Backend Developer,9.91,2,0,2.3896797998449792
Tier 3,5.51,0,3,1,3,0,0,2,2,50.7,Web Developer,4.68,1,7,1.7369512327330598
Tier 2,8.02,0,1,0,1,2,2,2,2,70.1,Web Developer,15.25,2,7,2.7880929087757464
Tier 3,5.57,1,1,2,1,6,0,1,0,46.0,Junior Developer,4.5,1,4,1.7047480922384253
Tier 1,6.67,1,2,1,0,4,0,1,0,48.1,DevOps Engineer,7.94,3,3,2.190535589185423
Tier 2,7.41,1,4,0,1,2,0,1,1,47.6,DevOps Engineer,10.59,2,3,2.4501426573516603
Tier 2,6.63,2,3,0,3,1,2,1,2,57.6,Web Developer,9.87,2,7,2.386006701133118
Tier 3,6.83,1,2,2,3,3,1,3,1,47.8,Web Developer,9.56,1,7,2.3570732782781154
Tier 3,6.1,0,3,1,1,2,2,0,1,41.0,Software Engineer,10.54,1,6,2.4458192610799534
Tier 2,7.17,1,4,0,1,4,1,0,2,49.4,Backend Developer,16.57,2,0,2.866192902199006
Tier 3,5.77,2,2,0,3,0,1,0,3,43.4,Junior Developer,5.63,1,4,1.891604804197771
Tier 2,8.38,2,0,0,1,1,2,4,0,67.1,Backend Developer,17.57,2,0,2.9215473753646144
Tier 1,5.86,1,1,2,0,1,0,2,0,38.0,Junior Developer,4.72,3,4,1.7439688053917064
Tier 2,9.59,4,3,1,1,0,0,3,2,69.9,Backend Developer,11.18,2,0,2.4997952622817508
Tier 2,7.73,0,2,1,2,3,0,2,3,54.9,Web Developer,10.24,2,7,2.419478844465545
Tier 3,7.99,0,3,1,3,3,0,2,1,54.9,Web Developer,10.22,1,7,2.4176979000945504
Tier 1,7.47,0,0,0,1,1,1,1,2,82.1,Data Analyst,12.85,3,1,2.6282852326333477
Tier 2,6.89,1,0,1,2,3,1,2,1,38.4,Software Engineer,9.9,2,6,2.388762789235098
Tier 1,8.31,1,3,3,1,3,3,1,1,64.7,ML Engineer,24.22,3,5,3.2276373305367736
Tier 3,5.49,3,3,2,4,0,2,1,0,44.2,Junior Developer,4.36,1,4,1.6789639750827108
Tier 2,9.65,0,1,1,1,3,1,1,1,70.1,Backend Developer,17.65,2,0,2.9258461460898246
Tier 3,7.81,0,1,1,3,1,2,0,1,62.5,Data Scientist,13.98,1,2,2.7067159780890733
Tier 2,6.37,0,2,1,1,5,0,1,0,41.8,Backend Developer,7.81,2,0,2.175887439948088
Tier 3,5.43,1,1,0,2,1,0,2,2,34.4,Junior Developer,3.03,1,4,1.3937663759585914
Tier 1,7.4,2,2,0,0,2,2,2,1,66.2,DevOps Engineer,16.04,3,3,2.8355635214011694
Tier 1,4.91,1,3,2,1,2,1,1,1,26.9,Junior Developer,4.38,3,4,1.682688374173693
Tier 2,6.11,3,4,1,0,1,1,1,1,37.2,Web Developer,9.89,2,7,2.387844936944869
Tier 3,6.08,1,4,0,0,2,1,1,1,45.7,Software Engineer,10.14,1,6,2.410542234499138
Tier 1,8.23,0,4,0,2,2,0,1,2,55.9,DevOps Engineer,10.37,3,3,2.4309783077624445
Tier 2,5.64,0,0,1,0,2,0,1,1,30.7,Web Developer,4.59,2,7,1.7209792871670078
Tier 1,7.71,0,3,0,0,0,2,1,1,59.4,ML Engineer,15.97,3,5,2.831447079246135
Tier 2,5.3,0,1,0,1,2,1,1,2,42.7,Junior Developer,5.21,2,4,1.8261608959453874
Tier 2,5.43,0,3,2,3,4,0,2,1,31.5,Junior Developer,4.0,2,4,1.6094379124341003
Tier 1,5.77,0,1,1,2,2,0,1,1,32.9,Junior Developer,4.79,3,4,1.7561322915849038
Tier 2,7.45,0,1,0,1,0,1,0,2,61.6,Data Analyst,13.34,2,1,2.663052835171474
Tier 2,4.93,0,0,2,0,2,0,1,0,38.2,Junior Developer,2.63,2,4,1.2892326482767593
Tier 1,7.95,0,2,2,1,1,1,1,0,56.5,Data Scientist,15.75,3,2,2.8183982582710754
Tier 3,6.23,0,4,0,1,1,0,2,1,58.8,Backend Developer,8.32,1,0,2.2321626286975
Tier 3,6.59,3,3,1,0,1,2,0,1,62.8,Junior Developer,9.2,1,4,2.322387720290225
Tier 2,6.09,2,3,0,0,0,0,2,1,50.3,Backend Developer,7.64,2,0,2.1564025828159643
Tier 3,5.75,0,4,4,0,1,1,0,0,38.5,Junior Developer,5.93,1,4,1.9358598132018119
Tier 3,7.9,2,1,0,1,2,0,2,1,48.5,Backend Developer,10.19,1,0,2.4150205223238337
Tier 2,9.88,0,2,2,2,3,0,1,1,69.9,DevOps Engineer,10.6,2,3,2.451005098112319
Tier 2,5.79,0,1,0,1,0,1,1,1,33.5,Web Developer,5.67,2,7,1.8976198599275322
Tier 2,7.29,0,0,0,0,1,0,0,1,49.8,Backend Developer,6.03,2,0,1.9501867058225735
Tier 2,8.08,3,3,0,0,2,3,3,0,66.2,Data Scientist,23.81,2,2,3.21124679770371
Tier 3,7.88,0,1,0,0,4,1,1,0,62.6,Backend Developer,12.73,1,0,2.6195832197798796
Tier 2,7.78,1,2,1,1,2,1,0,2,67.8,Data Analyst,13.19,2,1,2.6525374911719513
Tier 2,7.32,1,0,0,1,2,0,1,1,50.9,Web Developer,10.36,2,7,2.4300984132930052
Tier 3,6.05,1,3,0,0,2,2,1,0,50.0,Software Engineer,9.49,1,6,2.3504224224082058
Tier 2,5.63,1,4,2,2,3,0,1,1,41.6,Web Developer,4.51,2,7,1.706564623164823
Tier 2,6.74,1,2,0,0,3,1,1,1,61.2,DevOps Engineer,9.49,2,3,2.3504224224082058
Tier 3,6.76,3,1,1,1,1,0,3,2,38.2,Backend Developer,7.93,1,0,2.189416394888408
Tier 2,7.8,0,2,1,4,3,0,3,1,46.7,Backend Developer,10.73,2,0,2.462149662665384
Tier 2,8.86,2,5,0,2,1,1,3,2,76.9,Backend Developer,17.6,2,0,2.9231615807191558
Tier 3,7.02,2,1,1,1,0,1,1,0,50.7,Backend Developer,11.28,1,0,2.5079719227189963
Tier 3,4.8,1,3,0,2,3,0,0,1,26.7,Junior Developer,3.25,1,4,1.4469189829363254
Tier 3,6.21,1,1,0,0,1,1,1,1,59.5,Web Developer,9.78,1,7,2.377692565480851
Tier 1,8.87,0,4,1,1,3,0,0,2,57.8,DevOps Engineer,6.33,3,3,1.9919755158985601
Tier 1,5.68,1,1,0,1,2,1,1,1,38.6,Junior Developer,5.97,3,4,1.9416152247724325
Tier 3,5.79,0,1,0,3,1,0,1,0,47.5,Web Developer,4.17,1,7,1.6428726885203377
Tier 2,7.14,2,0,0,4,3,2,2,0,55.9,Backend Developer,16.36,2,0,2.854168709232204
Tier 3,5.98,0,3,1,4,2,0,0,1,46.0,Junior Developer,4.56,1,4,1.715598108262491
Tier 3,9.32,1,3,0,1,2,2,3,1,68.0,Data Scientist,23.96,1,2,3.217274543501227
Tier 3,8.55,2,0,4,1,2,1,3,1,73.8,Web Developer,15.04,1,7,2.7750856024383683
Tier 2,7.57,1,2,0,1,5,1,1,1,46.3,DevOps Engineer,16.55,2,3,2.865053949911875
